geom,scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id
"POINT (-51.1770409488172 -29.9901930170609)","4",Airport,mid,Salgado Filho Int'l,POA,terminal,SBPA,POA,http://en.wikipedia.org/wiki/Salgado_Filho_International_Airport,50.000,,Q1432702,,,Flughafen Porto Alegre,Salgado Filho International Airport,Aeropuerto Internacional Salgado Filho,aéroport international Salgado Filho,,,,Bandar Udara Internasional Salgado Filho,Aeroporto internazionale Salgado Filho,サルガド・フィーリョ国際空港,,Luchthaven Salgado Filho International,Port lotniczy Porto Alegre-Salgado Filho,Aeroporto Internacional de Porto Alegre,Салгаду Филью,Salgado Filho International Airport,,Sân bay quốc tế Salgado Filho,小萨尔加多国际机场,"4","1159126637"
"POINT (-34.9182667174851 -8.13162553076239)","4",Airport,mid,Gilberto Freyre Int'l,REC,terminal,SBRF,REC,http://en.wikipedia.org/wiki/Guararapes_International_Airport,50.000,,Q387704,,,Flughafen Guararapes - Gilberto Freyre,Recife/Guararapes–Gilberto Freyre International Airport,Aeropuerto Internacional de Recife,aéroport international de Recife,,,,Bandar Udara Internasional Recife,Aeroporto Internazionale Guararapes-Gilberto Freyre di Recife,レシフェ/グアララペス・ジルベルト・フレイレ国際空港,,Internationale Luchthaven Guararapes,Port lotniczy Recife,Aeroporto Internacional do Recife,Ресифи,Recife Aeroporto,,Sân bay quốc tế Recife/Guararapes-Gilberto Freyre,累西腓/瓜拉拉皮斯－吉尔贝托·弗雷雷国际机场,"4","1159126651"
"POINT (-38.3347989911732 -12.9143614970326)","4",Airport,mid,Deputado Luis Eduardo Magalhaes Int'l,SSA,terminal,SBSV,SSA,http://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport,50.000,,Q926029,,,Flughafen Deputado Luís Eduardo Magalhães,Deputado Luís Eduardo Magalhães International Airport,Aeropuerto Internacional Deputado Luís Eduardo Magalhães,aéroport international de Salvador,,,,Bandar Udara Internasional Deputado Luís Eduardo Magalhães,Aeroporto di Salvador-Dois De Julho,ディユタード・ルイス・エドワルド・マガリャエス国際空港,,Luchthaven Luís Eduardo Magalhães,Port lotniczy Salvador-Magalhães,Aeroporto Internacional de Salvador,Салвадор,Salvador International Airport,,Sân bay quốc tế Deputado Luís Eduardo Magalhães,萨尔瓦多－路易斯·爱德华多·马加良斯议员国际机场,"4","1159126665"
"POINT (-68.7984838394473 -32.8278001692719)","4",Airport,mid,El Plumerillo,MDZ,terminal,SAME,MDZ,http://en.wikipedia.org/wiki/Governor_Francisco_Gabrielli_International_Airport,50.000,,Q1432029,,,Flughafen Mendoza,Governor Francisco Gabrielli International Airport,Aeropuerto Internacional Gobernador Francisco Gabrielli,,,,,Bandar Udara Internasional Governor Francisco Gabrielli,Governor Francisco Gabrielli International Airport,ゴベルナドール・フランシスコ・ガブリエリ国際空港,고바노르 프란시스코 가브리엘리 국제공항,,Port lotniczy Mendoza,Aeroporto Internacional Gobernador Francisco Gabrielli,,Mendoza Aerodrome,,,,"4","1159126679"
"POINT (-60.0460645898854 -3.0321390062591)","4",Airport,mid,Eduardo Gomes Int'l,MAO,terminal,SBEG,MAO,http://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport,50.000,,Q657271,,,Flughafen Eduardo Gomes,Eduardo Gomes International Airport,Aeropuerto Internacional Eduardo Gomes,aéroport de Manaus-Eduardo Gomes,,,,Bandar Udara Internasional Eduardo Gomes,,マナウス,,Luchthaven Eduardo Gomes International,Port lotniczy Manaus,Aeroporto Internacional de Manaus,Эдуарду Гомеш,Eduardo Gomes internationella flygplats,,Sân bay quốc tế Eduardo Gomes,马瑙斯－爱德华多·戈梅斯国际机场,"4","1159126691"
"POINT (11.5479941396807 3.71484520708126)","4",Airport,mid,Yaoundé Nsimalen Int'l,NSI,terminal,FKYS,NSI,http://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport,50.000,,Q221351,مطار ياوندي,,Flughafen Yaoundé Nsimalen International,Yaoundé Nsimalen International Airport,Aeropuerto Internacional de Yaoundé Nsimalen,aéroport international de Yaoundé-Nsimalen,,,Yaoundé-Nsimaleni nemzetközi repülőtér,Bandar Udara Internasional Yaoundé Nsimalen,Aeroporto di Yaoundé-Nsimalen,ヤウンデ・ンシマレン国際空港,,Luchthaven Yaoundé Nsimalen Internationaal,Port lotniczy Yaoundé Nsimalen,Aeroporto Internacional Yaoundé-Nsimalen,Международный аэропорт Яунде,Yaounde,,,雅温得国际机场,"4","1159126705"
"POINT (121.801518760578 31.1523090295533)","4",Airport,major,Shanghai Pudong Int'l,PVG,terminal,ZSPD,PVG,http://en.wikipedia.org/wiki/Shanghai_Pudong_International_Airport,50.000,,Q36420,مطار شانغهاي بودنغ الدولي,,Flughafen Shanghai-Pudong,Shanghai Pudong International Airport,Aeropuerto Internacional Shanghai Pudong,aéroport international de Shanghai-Pudong,,शंघाई पुडोंग अन्तर्राष्ट्रीय विमानक्षेत्र,Sanghaj-Putungi nemzetközi repülőtér,Bandar Udara Internasional Pudong Shanghai,Aeroporto Internazionale di Shanghai-Pudong,上海浦東国際空港,상하이 푸둥 국제공항,Luchthaven Shanghai Pudong,Port lotniczy Szanghaj-Pudong,Aeroporto Internacional de Xangai Pudong,Шанхай Пудун,Shanghai Pudong International Airport,Şanghay Pudong Uluslararası Havalimanı,Sân bay quốc tế Phố Đông-Thượng Hải,上海浦东国际机场,"4","1159126719"
"POINT (35.9841052362449 31.9741994015442)","4",Airport,mid,Marka Int'l,ADJ,terminal,OJAM,ADJ,http://en.wikipedia.org/wiki/Marka_Airport,50.000,,Q1432011,مطار عمان المدني,,Flughafen Marka International,Amman Civil Airport,Aeropuerto Civil de Amán,aéroport civil d'Amman,,,,,,アンマン民間空港,,,Port lotniczy Marka,,,Amman Civil Airport,,,马尔卡国际机场,"4","1159126733"
"POINT (73.5273902836844 4.18870090323372)","4",Airport,major,Male Int'l,MLE,terminal,VRMM,MLE,http://en.wikipedia.org/wiki/Mal%C3%A9_International_Airport,50.000,,Q29104,,,Malé International Airport,Ibrahim Nasir International Airport,Aeropuerto Internacional de Malé,aéroport international de Malé,,,,Bandar Udara Internasional Ibrahim Nasir,aeroporto internazionale Ibrahim Nasir,マレ国際空港,말레 국제공항,Malé International Airport,Port lotniczy Male,Aeroporto Internacional Ibrahim Nasir,Мале,Malé International Airport,,Sân bay quốc tế Malé,易卜拉欣·納西爾國際機場,"4","1159126745"
"POINT (-96.1835702143695 19.1424237025017)","4",Airport,mid,Gen. Heriberto Jara Int'l,VER,terminal,MMVR,VER,http://en.wikipedia.org/wiki/General_Heriberto_Jara_International_Airport,50.000,,Q3274799,,,,General Heriberto Jara International Airport,Aeropuerto Internacional General Heriberto Jara,,,,,Bandar Udara Internasional General Heriberto Jara,,ヘネラル・エリベルト・ハラ国際空港,,,Port lotniczy Veracruz,Aeroporto Internacional General Heriberto Jara,,General Heriberto Jara International Airport,,,韋拉克魯斯州國際機場,"4","1159126759"
"POINT (-15.651185561666 11.8889231454855)","4",Airport,mid,Osvaldo Vieira Int'l,OXB,terminal,GGOV,OXB,http://en.wikipedia.org/wiki/Osvaldo_Vieira_International_Airport,50.000,,Q1432281,مطار أوزفالدو فييرا الدولي,,Flughafen Osvaldo Vieira International,Osvaldo Vieira International Airport,Aeropuerto Internacional Osvaldo Vieira,aéroport international Osvaldo Vieira de Bissau,,,Osvaldo Vieiro nemzetközi repülőtér,Bandar Udara Internasional Osvaldo Vieiro,Aeroporto di Bissau,オスヴァルド・ヴィエイラ国際空港,,Luchthaven Osvaldo Viera Internationaal,Port lotniczy Bissau,Aeroporto Internacional Osvaldo Vieira,,Bissau Aeroport,,Sân bay quốc tế Osvaldo Vieira,奧斯華·比艾羅機場,"4","1159126773"
"POINT (125.645066609434 7.13053746163073)","4",Airport,major,Francisco Bangoy Int'l,DVO,terminal,RPMD,DVO,http://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport,50.000,,Q1192811,مطار فرانسيسكو بانجوي الدولي,,Francisco Bangoy International Airport,Francisco Bangoy International Airport,Aeropuerto Internacional Francisco Bangoy,aéroport international Francisco Bangoy,,,,Bandar Udara Internasional Davao-Francisco Bangoy,aeroporto internazionale Francisco Bangoy,ダバオ国際空港,프란시스코 방고이 국제공항,Francisco Bangoy International Airport,Port lotniczy Francisco Bangoy,Aeroporto Internacional Francisco Bangoy,,,,Sân bay quốc tế Francisco Bangoy,達沃國際機場,"4","1159126787"
"POINT (55.5115519246793 -4.67106914178521)","4",Airport,mid,Seychelles Int'l,SEZ,terminal,FSIA,SEZ,http://en.wikipedia.org/wiki/Seychelles_International_Airport,50.000,,Q1432843,مطار سيشل الدولي,,Flughafen Seychellen,Seychelles International Airport,Aeropuerto Internacional de Seychelles,aéroport international des Seychelles,,,Seychelles nemzetközi repülőtér,Bandar Udara Internasional Seychelles,Aeroporto Internazionale delle Seychelles,セイシェル国際空港,세이셸 국제공항,Luchthaven Seychellen,Port lotniczy Mahé,Aeroporto Internacional de Seicheles,Сейшельский международный аэропорт,,,Sân bay quốc tế Seychelles,塞舌尔国际机场,"4","1159126799"
"POINT (-17.490407907719 14.7456306146748)","4",Airport,major,Léopold Sedar Senghor Int'l,DKR,terminal,GOOY,DKR,http://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport,50.000,,Q513689,مطار ليوبولد سيدار سنغور الدولي,,Flughafen Dakar-Léopold Sédar Senghor,Léopold Sédar Senghor International Airport,Aeropuerto Internacional de Dakar-Yoff/Léopold Sédar Senghor,aéroport international de Dakar-Léopold Sédar Senghor,,,,Bandar Udara Internasional Dakar-Yoff-Léopold Sédar Senghor,Aeroporto Internazionale Léopold Sédar Senghor,レオポール・セダール・サンゴール国際空港,레오폴 세다르 상고르 국제공항,Luchthaven Dakar,Port lotniczy Dakar,Aeroporto Internacional Yoff-Léopold Sédar Senghor,,,,Sân bay quốc tế Dakar-Yoff-Léopold Sédar Senghor,达喀尔－约夫－利奥波德·塞达尔·桑戈尔国际机场,"4","1159126813"
"POINT (37.2387475981025 19.4341052385231)","4",Airport,mid,Port Sudan New Int'l,PZU,terminal,HSPN,PZU,http://en.wikipedia.org/wiki/Port_Sudan_New_International_Airport,50.000,,Q1431022,مطار بورتسودان,,Flughafen Bur Sudan,Port Sudan New International Airport,,,,,,Bandar Udara Internasional Port Sudan Baru,,ポート・スーダン新国際空港,,,Port lotniczy Port Sudan,,,,,Sân bay quốc tế mới Port Sudan,蘇丹港,"4","1159126827"
"POINT (69.2666137241129 41.2622338767383)","4",Airport,major,Tashkent Int'l,TAS,terminal,UTTT,TAS,http://en.wikipedia.org/wiki/Tashkent_International_Airport,50.000,,Q860952,,,Flughafen Taschkent,Tashkent International Airport,Aeropuerto Internacional de Taskent,aéroport international de Tachkent,,,,Bandar Udara Internasional Tashkent,Aeroporto Internazionale di Tashkent,タシュケント国際空港,타슈켄트 국제공항,Tashkent International Airport,Port lotniczy Taszkent,Aeroporto Internacional de Tashkent,Ташкент-Южный,,Taşkent Uluslararası Havalimanı,Sân bay Yuzhny,塔什干国际机场,"4","1159126841"
"POINT (12.6493508684508 55.6285017221528)","3",Airport,major,Copenhagen,CPH,terminal,EKCH,CPH,http://en.wikipedia.org/wiki/Copenhagen_Airport,75.000,,Q206277,مطار كوبنهاغن,,Flughafen Kopenhagen-Kastrup,Copenhagen Airport,Aeropuerto de Copenhague-Kastrup,aéroport de Copenhague,,कोपनहेगन विमानक्षेत्र,Koppenhágai repülőtér,Bandar Udara Kopenhagen,aeroporto di Copenaghen,コペンハーゲン国際空港,코펜하겐 공항,Internationale luchthaven Kopenhagen Kastrup,Port lotniczy Kopenhaga-Kastrup,Aeroporto de Copenhaga,Каструп,Köpenhamns flygplats,Kopenhag Havalimanı,Sân bay Copenhagen,哥本哈根凯斯楚普机场,"4","1159126853"
"POINT (26.0857251587764 44.497041455972)","3",Airport,mid,Aeroportul National Bucuresti-Baneasa,BBU,terminal,LRBS,BBU,http://en.wikipedia.org/wiki/Aurel_Vlaicu_International_Airport,75.000,,Q843229,مطار أوريل فلايكو الدولي,,Flughafen Bukarest-Băneasa,Aurel Vlaicu International Airport,Aeropuerto de Bucarest-Băneasa,aéroport international Aurel-Vlaicu,,,Bukarest-Băneasa – Aurel Vlaicu nemzetközi repülőtér,Bandar Udara Internasional Aurel Vlaicu,Aeroporto di Bucarest-Aurel Vlaicu,アウレル・ヴライク国際空港,,Aurel Vlaicu International Airport,Port lotniczy Bukareszt-Băneasa,,Международный аэропорт Бухарест Бэняса имени Ауреля Влайку,,,,布加勒斯特伯尼亚萨－奥雷尔·弗拉伊库国际机场,"4","1159126867"
"POINT (19.2622301677881 47.433274269248)","3",Airport,major,Ferihegy,BUD,terminal,LHBP,BUD,http://en.wikipedia.org/wiki/Budapest_Ferihegy_International_Airport,75.000,,Q500945,مطار بودابست فرانز ليست الدولي,,Flughafen Budapest Liszt Ferenc,Budapest Ferenc Liszt International Airport,Aeropuerto de Budapest-Ferenc Liszt,aéroport international de Budapest-Ferenc Liszt,,फेरीहेगी हवाई अड्डा,Budapest Liszt Ferenc nemzetközi repülőtér,Bandar Udara Internasional Ferihegy Budapest,Aeroporto di Budapest-Ferihegy,リスト・フェレンツ国際空港,부다페스트 리스트 페렌츠 국제공항,Luchthaven van Boedapest,Port lotniczy Budapest Liszt Ferenc,Aeroporto de Budapeste Ferenc Liszt,Международный аэропорт имени Ференца Листа,Budapest-Ferihegy flygplats,,Sân bay quốc tế Budapest Ferihegy,布達佩斯李斯特·費倫茨國際機場,"4","1159126881"
"POINT (106.638019704811 29.7240422241688)","3",Airport,major,Chongqing Jiangbei Int'l,CKG,terminal,ZUCK,CKG,http://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,75.000,,Q788417,مطار تشونغتشينغ جيانغبى الدولي,,Flughafen Chongqing,Chongqing Jiangbei International Airport,Aeropuerto Internacional de Chongqing Jiangbei,aéroport international de Chongqing,,,,Bandar Udara Internasional Jiangbei Chongqing,,重慶江北国際空港,충칭 장베이 국제공항,Internationale luchthaven Chongqing Jiangbei,Port lotniczy Chongqing-Jiangbei,Aeroporto Internacional de Chongqing Jiangbei,Чунцин Цзянбэй,Chongqing Jiangbei International Airport,,Sân bay quốc tế Giang Bắc Trùng Khánh,重庆江北国际机场,"4","1159126895"
"POINT (-80.9439277342763 35.2204281685597)","3",Airport,major,Douglas Int'l,CLT,terminal,KCLT,CLT,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,75.000,,Q597649,مطار تشارلوت دوغلاس الدولي,,Charlotte Douglas International Airport,Charlotte/Douglas International Airport,Aeropuerto Internacional Douglas,aéroport international Charlotte-Douglas,,,,Bandar Udara Internasional Charlotte/Douglas,Aeroporto Internazionale di Charlotte-Douglas,シャーロット・ダグラス国際空港,샬롯 더글러스 국제공항,Internationale luchthaven Charlotte-Douglas,Port lotniczy Charlotte,Aeroporto Internacional de Charlotte/Douglas,Шарлотт Дуглас,Charlotte/Douglas International Airport,Charlotte Douglas Uluslararası Havalimanı,Sân bay quốc tế Charlotte/Douglas,夏洛特道格拉斯國際機場,"4","1159126907"
"POINT (-83.3478935065615 42.2257204508004)","3",Airport,major,Detroit Metro,DTW,terminal,KDTW,DTW,http://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,75.000,,Q652505,مطار ديترويت,ডেট্রয়েট মেট্রোপলিটান ওয়েন কান্ট্রি বিমানবন্দর,Detroit Metropolitan Wayne County Airport,Detroit Metropolitan Wayne County Airport,Aeropuerto Internacional de Detroit,aéroport métropolitain de Détroit,,डेट्राइट मेट्रोपॉलिटन वेन काउंटी विमानपत्तन,,,Aeroporto di Detroit-Metropolitan Wayne County,デトロイト・メトロポリタン・ウェイン・カウンティ空港,디트로이트 메트로폴리탄 웨인 카운티 공항,Detroit Metropolitan Wayne County Airport,Port lotniczy Detroit,Aeroporto Metropolitano de Detroit Wayne County,,Detroit Metropolitan Wayne County Airport,,Sân bay quốc tế Detroit,底特律都会韦恩县机场,"4","1159126921"
"POINT (-6.24388491037139 53.42700828497)","3",Airport,major,Dublin,DUB,terminal,EIDW,DUB,http://en.wikipedia.org/wiki/Dublin_Airport,75.000,,Q178021,مطار دبلن الدولي,,Flughafen Dublin,Dublin Airport,Aeropuerto de Dublín,aéroport international de Dublin,Διεθνές Αεροδρόμιο Δουβλίνου,,Dublini repülőtér,Bandar Udara Dublin,Aeroporto di Dublino,ダブリン空港,더블린 공항,Dublin Airport,Port lotniczy Dublin,Aeroporto de Dublin,Дублинский аэропорт,Dublin Airport,Dublin Havalimanı,Sân bay Dublin,都柏林机场,"4","1159126945"
"POINT (-147.865721120795 64.8180981117369)","3",Airport,major,Fairbanks Int'l,FAI,terminal,PAFA,FAI,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,75.000,,Q1431295,,,Flughafen Fairbanks,Fairbanks International Airport,Aeropuerto Internacional de Fairbanks,,,,,Bandar Udara Internasional Fairbanks,,フェアバンクス国際空港,,,Port lotniczy Fairbanks,,Фэрбенкс,Fairbanks International Airport,,Sân bay quốc tế Fairbanks,费尔班克斯国际机场,"4","1159126959"
"POINT (10.005647830925 53.6320011640866)","3",Airport,major,Hamburg,HAM,terminal,EDDH,HAM,http://en.wikipedia.org/wiki/Hamburg_Airport,75.000,,Q27706,مطار هامبورغ,হামবুর্গ বিমানবন্দর,Flughafen Hamburg,Hamburg Airport,Aeropuerto de Hamburgo-Fuhlsbüttel,aéroport de Hambourg,Αεροδρόμιο του Αμβούργου,,Hamburgi repülőtér,Bandar Udara Internasional Hamburg,aeroporto di Amburgo-Fuhlsbüttel,ハンブルク国際空港,함부르크 공항,Luchthaven Hamburg,Port lotniczy Hamburg-Fuhlsbüttel,Aeroporto de Hamburgo,Гамбург,Hamburgs flygplats,Hamburg Havalimanı,Sân bay Hamburg,汉堡机场,"4","1159126973"
"POINT (101.713886325743 2.74751295791811)","3",Airport,major,Kuala Lumpur Int'l,KUL,terminal,WMKK,KUL,http://en.wikipedia.org/wiki/Kuala_Lumpur_International_Airport,75.000,,Q500253,مطار كوالالمبور الدولي,কুয়ালালামপুর আন্তর্জাতিক বিমানবন্দর,Flughafen Kuala Lumpur,Kuala Lumpur International Airport,Aeropuerto Internacional de Kuala Lumpur,aéroport international de Kuala Lumpur,Διεθνές αεροδρόμιο Κουάλα Λουμπούρ,,,Bandar Udara Internasional Kuala Lumpur,Aeroporto Internazionale di Kuala Lumpur,クアラルンプール国際空港,쿠알라룸푸르 국제공항,Kuala Lumpur International Airport,Port lotniczy Kuala Lumpur,Aeroporto Internacional de Kuala Lumpur,Куала-Лумпур,Kuala Lumpur International Airport,Kuala Lumpur Uluslararası Havalimanı,Sân bay quốc tế Kuala Lumpur,吉隆坡国际机场,"4","1159126985"
"POINT (-115.151323951283 36.0849602383367)","3",Airport,major,Mccarran Int'l,LAS,terminal,KLAS,LAS,http://en.wikipedia.org/wiki/McCarran_International_Airport,75.000,,Q853886,مطار ماكاران الدولي,,Flughafen McCarran International,McCarran International Airport,Aeropuerto Internacional McCarran,aéroport international McCarran,,,,Bandar Udara Internasional McCarran,Aeroporto Internazionale McCarran,マッカラン国際空港,매캐런 국제공항,McCarran International Airport,Port lotniczy Las Vegas-McCarran,Aeroporto Internacional de Las Vegas,Международный аэропорт Маккаран,McCarran International Airport,McCarran Uluslararası Havalimanı,Sân bay quốc tế McCarran,麦卡伦国际机场,"4","1159126995"
"POINT (-81.3073713307985 28.4311506791138)","3",Airport,major,Orlando Int'l,MCO,terminal,KMCO,MCO,http://en.wikipedia.org/wiki/Orlando_International_Airport,75.000,,Q929859,مطار أورلاندو الدولي,,Orlando International Airport,Orlando International Airport,Aeropuerto Internacional de Orlando,aéroport international d'Orlando,,,,Bandara Internasional Orlando,Aeroporto Internazionale di Orlando,オーランド国際空港,올랜도 국제공항,Orlando International Airport,Port lotniczy Orlando,Aeroporto Internacional de Orlando,Орландо,Orlando International Airport,,Sân bay quốc tế Orlando,奥兰多国际机场,"4","1159127009"
"POINT (-93.2081003718301 44.8820263631968)","3",Airport,major,Minneapolis St. Paul Int'l,MSP,terminal,KMSP,MSP,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,75.000,,Q875749,مطار مينابوليس-سنت بول الدولي,,Minneapolis-Saint Paul International Airport,Minneapolis–Saint Paul International Airport,Aeropuerto Internacional de Mineápolis-Saint Paul,aéroport international de Minneapolis-Saint-Paul,,,,Bandar Udara Internasional Minneapolis-Saint Paul,Aeroporto Internazionale di Minneapolis-Saint Paul,ミネアポリス・セントポール国際空港,미니애폴리스 세인트폴 국제공항,Internationale luchthaven Minneapolis-Saint Paul,Port lotniczy Minneapolis-St. Paul,Aeroporto Internacional de Minneapolis-Saint Paul,Международный аэропорт Миннеаполис/Сент-Пол,Minneapolis-Saint Paul International Airport,,Sân bay quốc tế Minneapolis−Saint Paul,明尼阿波利斯－圣保罗国际机场,"4","1159127027"
"POINT (11.7880627192437 48.3538373961608)","3",Airport,major,Franz-Josef-Strauss,MUC,terminal,EDDM,MUC,http://en.wikipedia.org/wiki/Munich_International_Airport,75.000,,Q131402,مطار ميونخ الدولي,মিউনিখ বিমানবন্দর,Flughafen München,Munich Airport,Aeropuerto Internacional de Múnich-Franz Josef Strauss,aéroport international Franz-Josef-Strauss de Munich,,,Müncheni repülőtér,Bandar Udara München,Aeroporto di Monaco di Baviera,ミュンヘン国際空港,뮌헨 국제공항,Luchthaven München,Port lotniczy Monachium,Aeroporto de Munique-Franz Josef Strauss,Мюнхен,Flughafen München Franz Josef Strauss,Münih Franz Josef Strauss Havalimanı,Sân bay quốc tế München Franz Josef Strauss,慕尼黑机场,"4","1159127035"
"POINT (-75.2429857676998 39.876087236427)","3",Airport,major,Philadelphia Int'l,PHL,terminal,KPHL,PHL,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,75.000,,Q512128,مطار فيلادلفيا الدولي,ফিলাডেলফিয়া আন্তর্জাতিক বিমানবন্দর,Flughafen Philadelphia,Philadelphia International Airport,Aeropuerto Internacional de Filadelfia,aéroport international de Philadelphie,,,,Bandar Udara Internasional Philadelphia,Aeroporto Internazionale di Filadelfia,フィラデルフィア国際空港,필라델피아 국제공항,Philadelphia International Airport,Port lotniczy Filadelfia,Aeroporto Internacional de Filadélfia,Международный аэропорт Филадельфии,Philadelphia International Airport,,Sân bay quốc tế Philadelphia,費城國際機場,"4","1159127049"
"POINT (-112.01363529773 33.4358607639498)","3",Airport,major,Sky Harbor Int'l,PHX,terminal,KPHX,PHX,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,75.000,,Q912916,مطار فينيكس سكاي هاربر الدولي,,Phoenix Sky Harbor International Airport,Phoenix Sky Harbor International Airport,Aeropuerto Internacional Sky Harbor,aéroport international Sky Harbor de Phoenix,,,,Bandar Udara Internasional Sky Harbor Phoenix,Aeroporto Internazionale di Phoenix-Sky Harbor,フェニックス・スカイハーバー国際空港,피닉스 스카이 하버 국제공항,Phoenix Sky Harbor International Airport,port lotniczy Phoenix-Sky Harbor,Aeroporto Internacional de Phoenix Sky Harbor,Финикс Скай-Харбор,Phoenix Sky Harbor International Airport,Phoenix Sky Harbor Uluslararası Havalimanı,Sân bay quốc tế Phoenix Sky Harbor,鳳凰城天港國際機場,"4","1159127063"
"POINT (-111.981984879993 40.7867290053708)","3",Airport,major,Salt Lake City Int'l,SLC,terminal,KSLC,SLC,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,75.000,,Q526488,مطار سولت لايك سيتي الدولي,,Salt Lake City International Airport,Salt Lake City International Airport,Aeropuerto Internacional de Salt Lake City,aéroport international de Salt Lake City,,,,Bandar Udara Internasional Salt Lake City,Aeroporto Internazionale di Salt Lake City,ソルトレイクシティ国際空港,솔트레이크시티 국제공항,Salt Lake City International Airport,Port lotniczy Salt Lake City,Aeroporto Internacional de Salt Lake City,Солт-Лейк-Сити,Salt Lake City International Airport,,Sân bay quốc tế Thành phố Salt Lake,鹽湖城國際機場,"4","1159127079"
"POINT (-90.3659545350675 38.7427163155204)","3",Airport,major,Lambert St Louis Int'l,STL,terminal,KSTL,STL,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,75.000,,Q1425838,مطار سانت لويس الدولي,,Flughafen St. Louis,Lambert–St. Louis International Airport,Aeropuerto Internacional Lambert,aéroport international de Lambert-Saint-Louis,,,,,Aeroporto Internazionale Lambert-St. Louis,ランバート・セントルイス国際空港,,Lambert–St. Louis International Airport,Port lotniczy Saint Louis-Lambert,Aeroporto Internacional de Lambert–St. Louis,Аэропорт Сент-Луис Ламберт,Lambert-St. Louis International Airport,,Sân bay quốc tế Lambert-St. Louis,兰伯特－圣路易斯国际机场,"4","1159127093"
"POINT (20.9727263383587 52.171026749259)","3",Airport,major,Okecie Int'l,WAW,terminal,EPWA,WAW,http://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,75.000,,Q465071,مطار وارسو فريدريك شوبان,,Chopin-Flughafen Warschau,Warsaw Chopin Airport,Aeropuerto de Varsovia-Frédéric Chopin,aéroport de Varsovie-Chopin,,,Varsó Chopin repülőtér,Bandar Udara Frédéric Chopin Warsawa,Aeroporto di Varsavia-Chopin,ワルシャワ・ショパン空港,바르샤바 쇼팽 공항,Luchthaven Warschau Frédéric Chopin,Lotnisko Chopina w Warszawie,Aeroporto Frédéric Chopin de Varsóvia,Варшавский аэропорт имени Фредерика Шопена,Warszawa-Frédéric Chopin-flygplatsen,Varşova Chopin Havalimanı,Sân bay Frédéric Chopin Warszawa,华沙肖邦机场,"4","1159127105"
"POINT (8.56221279534765 47.4523895064915)","3",Airport,major,Zurich Int'l,ZRH,terminal,LSZH,ZRH,http://en.wikipedia.org/wiki/Z%C3%BCrich_Airport,75.000,,Q15114,مطار زيورخ الدولي,জুরিখ বিমানবন্দর,Flughafen Zürich,Zurich Airport,Aeropuerto Internacional de Zúrich,aéroport international de Zurich,,,Zürichi repülőtér,Bandar Udara Internasional Zürich,aeroporto di Zurigo,チューリッヒ空港,취리히 공항,Luchthaven Zürich,Port lotniczy Zurych-Kloten,Aeroporto de Zurique,Цюрих,Zürich flygplats,Zürih Havalimanı,Sân bay Zürich,蘇黎世機場,"4","1159127117"
"POINT (4.4543736298165 50.4571296549567)","3",Airport,mid,Gosselies,CRL,terminal,EBCI,CRL,http://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,75.000,,Q1431012,مطار بروكسل شارلروا الجنوب,,Flughafen Brüssel-Charleroi,Brussels South Charleroi Airport,Aeropuerto de Bruselas Sur,aéroport de Charleroi Bruxelles-Sud,,,,Bandar Udara Charleroi Brussel Selatan,Aeroporto di Charleroi-Bruxelles Sud,ブリュッセル・サウスシャルルロワ空港,,Brussels South Charleroi Airport,Port lotniczy Bruksela-Charleroi,,Брюссель-Шарлеруа,Brussels South Charleroi Airport,,,沙勒罗瓦－布鲁塞尔南机场,"2","1159127129"
